"work_year","experience_level","employment_type","job_title","job_category","salary_in_usd","employee_residence","company_location","company_size"
"2022","MI","FT","Data Scientist","Data Scientist",145000,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",100000,"US","US","M"
"2022","EN","FT","Machine Learning Software Engineer","ML Engineer",10000,"MA","MA","S"
"2022","MI","FT","Data Scientist","Data Scientist",31795,"IN","US","M"
"2022","MI","FT","NLP Engineer","ML Engineer",44365,"PL","PL","S"
"2022","EX","FT","Data Engineer","Data Engineer",145000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",92350,"GB","GB","M"
"2022","MI","FT","Data Engineer","Data Engineer",73880,"GB","GB","M"
"2022","SE","FT","Applied Scientist","Research Scientist",192000,"US","US","M"
"2022","SE","FT","Applied Scientist","Research Scientist",164000,"US","US","M"
"2022","EX","FT","Data Engineer","Data Engineer",310000,"US","US","M"
"2022","EX","FT","Data Engineer","Data Engineer",239000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",120000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",95000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",145000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",135000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",78000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",73546,"ES","ES","M"
"2022","SE","FT","Data Engineer","Data Engineer",36773,"ES","ES","M"
"2022","MI","FT","Data Engineer","Data Engineer",160000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",35610,"IN","IN","L"
"2022","SE","FT","AI Scientist","AI Engineer",125000,"CO","CO","L"
"2022","SE","FT","Data Engineer","Data Engineer",95000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",47280,"ES","ES","M"
"2022","SE","FT","Data Scientist","Data Scientist",37824,"ES","ES","M"
"2022","SE","FT","Data Scientist","Data Scientist",175000,"US","US","M"
"2022","SE","FT","Research Engineer","Research Scientist",249500,"US","US","M"
"2022","SE","FT","Research Engineer","Research Scientist",149850,"US","US","M"
"2022","MI","FT","Analytics Engineer","Data Engineer",122500,"US","US","M"
"2022","MI","FT","Analytics Engineer","Data Engineer",100000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",249500,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",149850,"US","US","M"
"2022","EN","FT","Data Analyst","Data Analyst",55000,"US","US","M"
"2022","EN","FT","Data Analyst","Data Analyst",48000,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",249500,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",149850,"US","US","M"
"2022","MI","FT","Computer Vision Engineer","ML Engineer",58837,"FR","FR","S"
"2022","SE","FT","Data Engineer","Data Engineer",190000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",127000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",104000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",150000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",182750,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",161500,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",102640,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",66100,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",210000,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",150000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",198800,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",122600,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",80000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",136000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",104000,"US","US","M"
"2022","EX","FT","Data Scientist","Data Scientist",159000,"US","US","M"
"2022","EX","FT","Data Scientist","Data Scientist",130000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",215000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",150000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",187000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",153000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",255000,"MX","MX","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",185000,"MX","MX","M"
"2022","MI","FT","Data Analyst","Data Analyst",430967,"GB","GB","M"
"2022","MI","FT","Data Analyst","Data Analyst",55410,"GB","GB","M"
"2022","SE","FT","Data Analyst","Data Analyst",50432,"ES","ES","M"
"2022","SE","FT","Data Analyst","Data Analyst",39925,"ES","ES","M"
"2022","SE","FT","Data Analyst","Data Analyst",169000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",110600,"US","US","M"
"2022","EN","FT","BI Data Analyst","BI Analyst",60938,"DE","DE","L"
"2022","SE","FT","BI Developer","BI Analyst",140000,"US","US","M"
"2022","SE","FT","BI Developer","BI Analyst",120000,"US","US","M"
"2022","SE","FT","3D Computer Vision Researcher","Research Scientist",10000,"CA","AL","S"
"2022","EN","FT","Data Analyst","Data Analyst",50000,"US","US","L"
"2022","MI","FT","MLOps Engineer","ML Engineer",134000,"US","US","M"
"2022","MI","FT","MLOps Engineer","ML Engineer",124000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",166700,"US","US","M"
"2022","EN","FT","Data Scientist","Data Scientist",124234,"US","US","M"
"2022","EN","FT","Data Scientist","Data Scientist",74540,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",65000,"US","US","M"
"2022","EN","FT","AI Scientist","AI Engineer",200000,"CA","CA","L"
"2022","EN","FT","Machine Learning Engineer","ML Engineer",12000,"AR","AR","L"
"2022","SE","FT","Data Engineer","Data Engineer",220000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",146000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",68293,"ES","ES","M"
"2022","SE","FT","Data Specialist","Data Analyst",110000,"US","US","M"
"2022","SE","FT","Data Specialist","Data Analyst",70000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",190000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",135000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",128000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",81500,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",173000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",110000,"US","US","M"
"2022","SE","FT","Principal Machine Learning Engineer","ML Engineer",190000,"US","US","L"
"2022","SE","FT","Data Engineer","Data Engineer",194000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",129400,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",201000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",89200,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",125000,"US","US","M"
"2022","SE","FT","Applied Scientist","Research Scientist",230000,"US","US","M"
"2022","SE","FT","Applied Scientist","Research Scientist",196000,"US","US","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",130000,"US","US","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",90000,"US","US","M"
"2022","MI","FT","Machine Learning Researcher","Research Scientist",150000,"US","US","M"
"2022","MI","FT","Machine Learning Researcher","Research Scientist",100000,"US","US","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",230000,"US","US","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",150000,"US","US","M"
"2022","MI","FT","Machine Learning Researcher","Research Scientist",130000,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",180000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",192500,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",140000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",152500,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",65000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",55000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",178750,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",63040,"FR","FR","M"
"2022","MI","FT","Machine Learning Scientist","Research Scientist",165000,"US","US","M"
"2022","MI","FT","Machine Learning Scientist","Research Scientist",135000,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",170000,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",125000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",70000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",130000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",95000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",203500,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",152000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",197430,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",134760,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",197000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",99000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",162000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",110446,"LT","LT","M"
"2022","MI","FT","Data Engineer","Data Engineer",79178,"LT","LT","M"
"2022","MI","FT","Data Science Consultant","Data Scientist",70186,"GB","GB","M"
"2022","MI","FT","Data Science Consultant","Data Scientist",51716,"GB","GB","M"
"2022","SE","FT","Data Architect","Data Engineer",149040,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",113900,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",171000,"US","AU","L"
"2022","EN","FT","Data Analytics Engineer","Data Analyst",13000,"AR","AR","S"
"2022","EN","FL","Data Analytics Consultant","Data Analyst",50000,"BE","US","S"
"2022","SE","FT","Data Scientist","Data Scientist",185900,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",129300,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",230000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",154600,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",75000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",213000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",152000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",70000,"US","US","M"
"2022","SE","FT","Machine Learning Software Engineer","ML Engineer",227200,"CA","CA","M"
"2022","SE","FT","Machine Learning Software Engineer","ML Engineer",168000,"CA","CA","M"
"2022","MI","FT","Data Scientist","Data Scientist",64090,"DE","DE","M"
"2022","MI","FT","Data Scientist","Data Scientist",60938,"DE","DE","M"
"2022","SE","FT","ML Engineer","ML Engineer",243000,"US","US","M"
"2022","SE","FT","ML Engineer","ML Engineer",183000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",165000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",124000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",178000,"CA","CA","M"
"2022","SE","FT","Data Engineer","Data Engineer",132000,"CA","CA","M"
"2022","SE","FT","Data Engineer","Data Engineer",300000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",96000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",92350,"GB","GB","M"
"2022","SE","FT","Data Analyst","Data Analyst",70186,"GB","GB","M"
"2022","SE","FT","Data Analyst","Data Analyst",70000,"US","US","M"
"2022","MI","FT","Machine Learning Researcher","Research Scientist",105236,"CA","CA","L"
"2022","EN","FT","Machine Learning Engineer","ML Engineer",189750,"US","US","M"
"2022","EN","FT","Machine Learning Engineer","ML Engineer",140250,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",130000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",160000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",109000,"US","US","M"
"2022","SE","FT","Research Engineer","Research Scientist",250000,"US","US","M"
"2022","SE","FT","Research Engineer","Research Scientist",150000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",206000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",115573,"FR","FR","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",73546,"FR","FR","M"
"2022","SE","FT","Data Engineer","Data Engineer",42026,"ES","ES","M"
"2022","SE","FT","Data Engineer","Data Engineer",191200,"US","US","M"
"2022","EN","FT","Machine Learning Research Engineer","Research Scientist",66192,"DE","DE","L"
"2022","EN","FT","3D Computer Vision Researcher","Research Scientist",50000,"US","CR","S"
"2022","SE","FT","Data Engineer","Data Engineer",230000,"US","US","L"
"2022","MI","FT","Data Analyst","Data Analyst",80000,"US","US","L"
"2022","SE","FT","Analytics Engineer","Data Engineer",135000,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",110000,"US","US","M"
"2022","MI","FT","Data Analytics Manager","Data Analyst",155000,"US","US","M"
"2022","MI","FT","Data Analytics Manager","Data Analyst",140000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",205000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",179500,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",134000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",145000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",235000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",175000,"US","US","M"
"2022","EN","FT","Data Science Consultant","Data Scientist",27317,"ES","ES","L"
"2022","MI","FT","Data Engineer","Data Engineer",90000,"US","US","M"
"2022","MI","FT","Data Specialist","Data Analyst",165000,"US","US","M"
"2022","MI","FT","Data Specialist","Data Analyst",135000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",168400,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",105200,"US","US","M"
"2022","MI","FT","Deep Learning Engineer","ML Engineer",86193,"GB","GB","M"
"2022","MI","FT","Deep Learning Engineer","ML Engineer",49253,"GB","GB","M"
"2022","SE","FT","Data Engineer","Data Engineer",200000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",198800,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",122600,"US","US","M"
"2022","EN","FL","Machine Learning Engineer","ML Engineer",100000,"IR","IR","M"
"2022","MI","FT","BI Data Analyst","BI Analyst",105066,"FR","FR","M"
"2022","MI","FT","Analytics Engineer","Data Engineer",104663,"GB","GB","M"
"2022","MI","FT","Analytics Engineer","Data Engineer",73880,"GB","GB","M"
"2022","SE","FT","Data Engineer","Data Engineer",125000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",110000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",148000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",107000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",100000,"CA","CA","M"
"2022","MI","FT","Data Analyst","Data Analyst",65000,"CA","CA","M"
"2022","SE","FT","Data Engineer","Data Engineer",63040,"PT","PT","M"
"2022","SE","FT","Data Engineer","Data Engineer",36773,"PT","PT","M"
"2022","SE","FT","Data Science Manager","Data Scientist",299500,"US","US","M"
"2022","SE","FT","Data Science Manager","Data Scientist",245100,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",168000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",161000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",118000,"US","US","M"
"2022","SE","FT","Applied Scientist","Research Scientist",205000,"US","US","M"
"2022","SE","FT","Data Science Manager","Data Scientist",247500,"US","US","M"
"2022","SE","FT","Data Science Manager","Data Scientist",172200,"US","US","M"
"2022","SE","FT","Data Management Specialist","Data Engineer",68293,"IT","IT","L"
"2022","SE","FT","Data Analyst","Data Analyst",177000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",131000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",102000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",65000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",61566,"GB","GB","M"
"2022","SE","FT","Data Engineer","Data Engineer",43096,"GB","GB","M"
"2022","MI","FT","Data Engineer","Data Engineer",135000,"US","US","M"
"2022","EN","FT","Data Scientist","Data Scientist",80000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",231250,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",138750,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",193750,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",116250,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",231250,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",138750,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",193750,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",116250,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",208000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",127000,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",300000,"US","US","M"
"2022","SE","FT","Research Scientist","Research Scientist",196000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",205000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",185000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",247500,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",172200,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",110000,"US","US","M"
"2022","EN","FT","Data Scientist","Data Scientist",17684,"HU","HU","M"
"2022","SE","FT","Data Science Tech Lead","Data Scientist",375000,"US","US","L"
"2022","SE","FT","Data Scientist","Data Scientist",225000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",156400,"US","US","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",104663,"GB","GB","M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",80036,"GB","GB","M"
"2022","SE","FT","Data Scientist","Data Scientist",140700,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",93800,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",350000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",135000,"US","US","M"
"2022","EN","PT","BI Analyst","BI Analyst",12000,"MX","US","L"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",104697,"CH","CH","L"
"2022","EN","FT","Machine Learning Developer","ML Engineer",33000,"IT","DE","S"
"2022","EN","FT","Machine Learning Scientist","Research Scientist",34672,"IT","DE","S"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",119000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",154560,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",123648,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",145000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",247500,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",172200,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",177500,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",134000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",179305,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",142127,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",315000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",225000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",243900,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",156600,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",79000,"US","US","M"
"2022","MI","FT","Data Scientist Lead","Data Scientist",89306,"AT","AT","L"
"2022","SE","FT","Data Engineer","Data Engineer",182500,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",128500,"US","US","M"
"2022","EN","FT","Data Manager","Data Engineer",77300,"US","US","M"
"2022","EN","FT","Data Manager","Data Engineer",45600,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",210000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",136000,"US","US","M"
"2022","SE","FT","Cloud Data Engineer","Data Engineer",12608,"SK","SK","S"
"2022","SE","FT","Data Engineer","Data Engineer",140000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",247500,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",172200,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",184100,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",85000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",161000,"US","US","M"
"2022","EX","FT","Head of Data","Data Scientist",205000,"US","US","M"
"2022","EX","FT","Head of Data","Data Scientist",160000,"US","US","M"
"2022","EN","FT","Data Engineer","Data Engineer",61566,"GB","GB","M"
"2022","EN","FT","Data Engineer","Data Engineer",49253,"GB","GB","M"
"2022","SE","FT","Data Scientist","Data Scientist",245000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",198440,"US","US","L"
"2022","SE","FT","Data Scientist","Data Scientist",144000,"US","US","L"
"2022","SE","FT","Data Engineer","Data Engineer",240000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",198440,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",57872,"GB","GB","M"
"2022","EN","FT","Data Analyst","Data Analyst",64000,"US","US","L"
"2022","EN","FT","Data Scientist","Data Scientist",39925,"FR","FR","L"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",187200,"CA","CA","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",116100,"CA","CA","M"
"2022","SE","FT","Data Engineer","Data Engineer",275000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",166000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",159699,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",138938,"US","US","M"
"2022","EN","FT","BI Analyst","BI Analyst",76000,"US","US","L"
"2022","SE","FT","Analytics Engineer","Data Engineer",103432,"GB","GB","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",92350,"GB","GB","M"
"2022","SE","FT","Data Analyst","Data Analyst",52500,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",236000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",182000,"US","US","M"
"2022","MI","FT","Research Engineer","Research Scientist",240000,"US","US","M"
"2022","EN","PT","Data Analyst","Data Analyst",125404,"CN","US","S"
"2022","SE","FT","Data Engineer","Data Engineer",195000,"US","US","M"
"2022","SE","FT","Data Operations Analyst","Data Analyst",123000,"US","US","M"
"2022","SE","FT","Data Operations Analyst","Data Analyst",92250,"US","US","M"
"2022","MI","FT","ML Engineer","ML Engineer",180000,"US","US","M"
"2022","MI","FT","ML Engineer","ML Engineer",100000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",97000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",90000,"US","US","M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",180000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",260000,"US","US","M"
"2022","EX","FT","Analytics Engineer","Data Engineer",210000,"US","US","M"
"2022","EX","FT","Analytics Engineer","Data Engineer",157000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",80000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",52500,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",128000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",81500,"US","US","M"
"2022","SE","FT","Data Operations Engineer","Data Engineer",105000,"US","US","M"
"2022","SE","FT","Data Operations Engineer","Data Engineer",70000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",122500,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",171000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",117000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",202800,"US","US","L"
"2022","SE","FT","Data Scientist","Data Scientist",104300,"US","US","L"
"2022","SE","FT","Data Analyst","Data Analyst",36773,"ES","ES","M"
"2022","MI","FT","Data Scientist","Data Scientist",30000,"MX","MX","L"
"2022","MI","FT","Analytics Engineer","Data Engineer",78000,"BR","BR","M"
"2022","MI","FT","Analytics Engineer","Data Engineer",48000,"BR","BR","M"
"2022","MI","FT","Data Engineer","Data Engineer",78000,"BR","BR","M"
"2022","MI","FT","Data Engineer","Data Engineer",42000,"BR","BR","M"
"2022","SE","FT","Data Architect","Data Engineer",345600,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",230400,"US","US","M"
"2022","MI","FT","BI Analyst","BI Analyst",78000,"BR","BR","M"
"2022","MI","FT","BI Analyst","BI Analyst",48000,"BR","BR","M"
"2022","SE","FT","Data Analyst","Data Analyst",175950,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",130050,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",205600,"US","US","L"
"2022","SE","FT","Data Engineer","Data Engineer",105700,"US","US","L"
"2022","SE","FT","Data Analyst","Data Analyst",236600,"US","US","M"
"2022","MI","FT","Data Scientist","Data Scientist",84000,"BR","BR","M"
"2022","MI","FT","Data Scientist","Data Scientist",54000,"BR","BR","M"
"2022","EN","FT","Data Scientist","Data Scientist",80000,"US","US","L"
"2022","SE","FT","Marketing Data Analyst","Data Analyst",200000,"GB","GB","S"
"2022","EN","FT","Data Scientist","Data Scientist",73742,"CA","CA","L"
"2022","SE","FT","Data Science Lead","Data Scientist",165000,"US","US","S"
"2022","EN","FT","Data Scientist","Data Scientist",33246,"GB","GB","L"
"2022","EN","FT","Machine Learning Engineer","ML Engineer",108000,"US","US","S"
"2022","SE","FT","Product Data Scientist","Data Scientist",8000,"IN","SG","L"
"2022","SE","FT","Data Scientist","Data Scientist",38000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",85000,"US","US","M"
"2022","MI","FT","Data Engineer","Data Engineer",110820,"GB","GB","M"
"2022","SE","FT","Data Scientist","Data Scientist",153600,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",106800,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",50000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",123400,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",88100,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",120000,"US","US","S"
"2022","SE","FT","Data Scientist","Data Scientist",55000,"US","US","S"
"2022","SE","FT","Analytics Engineer","Data Engineer",150000,"US","US","M"
"2022","SE","FT","Analytics Engineer","Data Engineer",120000,"US","US","M"
"2022","SE","FT","Data Science Consultant","Data Scientist",139000,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",139600,"US","US","M"
"2022","SE","FT","Data Analyst","Data Analyst",85700,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",185000,"US","US","M"
"2022","SE","FT","Data Engineer","Data Engineer",50000,"US","US","M"
"2022","SE","FT","Data Scientist","Data Scientist",200000,"US","US","M"
"2022","MI","FT","ML Engineer","ML Engineer",148500,"US","US","L"
"2022","MI","FT","ML Engineer","ML Engineer",98200,"US","US","L"
"2022","SE","FT","Data Analyst","Data Analyst",115000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",225000,"US","US","M"
"2022","SE","FT","Data Architect","Data Engineer",66000,"US","US","M"
"2022","MI","FT","Data Manager","Data Engineer",134000,"US","US","M"
"2022","MI","FT","Data Manager","Data Engineer",98000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",105000,"US","US","M"
"2022","MI","FT","Data Analyst","Data Analyst",62000,"US","US","M"
