work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Research Scientist,151800,USD,151800,US,0,US,M
2023,MI,FT,Data Scientist,50000,EUR,53654,RO,50,RO,L
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M
2023,SE,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M
2023,SE,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M
2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M
2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
2023,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
2023,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Analyst,102500,USD,102500,US,100,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
2023,SE,FT,Data Science Consultant,94000,USD,94000,US,0,US,M
2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
2023,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Scientist,840000,THB,24740,TH,50,TH,L
2022,MI,FT,Computer Vision Engineer,1250000,INR,15897,IN,100,IN,M
2023,SE,FT,Data Science Consultant,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Science Consultant,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,122000,USD,122000,US,0,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,72000,EUR,77262,LV,0,LV,M
2023,SE,FT,Machine Learning Engineer,36000,EUR,38631,LV,0,LV,M
2023,EX,FT,Data Scientist,300000,USD,300000,US,0,US,M
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
2023,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M
2023,MI,FT,Data Analyst,105500,USD,105500,US,0,US,M
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M
2022,MI,FT,Data Scientist,110000,USD,110000,US,100,US,L
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,MI,FT,Data Analyst,65000,GBP,78990,GB,0,GB,M
2023,MI,FT,Data Analyst,36050,GBP,43809,GB,0,GB,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Scientist,153400,USD,153400,US,0,US,M
2023,SE,FT,Data Scientist,122700,USD,122700,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,87000,USD,87000,US,0,US,M
2023,EN,FT,Data Scientist,50000,USD,50000,IN,100,US,M
2023,SE,FT,ML Engineer,234100,USD,234100,US,100,US,M
2023,SE,FT,ML Engineer,203500,USD,203500,US,100,US,M
2023,SE,FT,Data Scientist,223800,USD,223800,US,0,US,M
2023,SE,FT,Data Scientist,172100,USD,172100,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,232200,USD,232200,US,100,US,M
2023,SE,FT,Data Engineer,167200,USD,167200,US,100,US,M
2023,SE,FT,BI Developer,197000,USD,197000,US,0,US,M
2023,SE,FT,BI Developer,106000,USD,106000,US,0,US,M
2023,SE,FT,Research Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Research Scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Lead,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Lead,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Engineer,114000,USD,114000,US,100,US,M
2023,SE,FT,Data Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2023,EX,FT,Data Engineer,196200,USD,196200,US,0,US,M
2023,EX,FT,Data Engineer,150900,USD,150900,US,0,US,M
2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
2023,SE,FT,Data Scientist,105200,USD,105200,US,0,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,ES,100,ES,M
2023,MI,FT,Data Engineer,80000,USD,80000,ES,100,ES,M
2023,MI,FT,Data Analyst,116000,USD,116000,US,0,US,M
2023,MI,FT,Data Analyst,72000,USD,72000,US,0,US,M
2023,SE,FT,Analytics Engineer,207000,USD,207000,US,0,US,M
2023,SE,FT,Analytics Engineer,167000,USD,167000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
2023,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Engineer,133800,USD,133800,US,100,US,M
2023,SE,FT,Data Engineer,96100,USD,96100,US,100,US,M
2023,MI,FT,Data Analyst,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Science Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Science Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Research Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Cloud Database Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Cloud Database Engineer,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Science Manager,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Science Manager,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M
2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,219000,USD,219000,US,50,US,L
2023,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
2023,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
2023,SE,FT,BI Developer,140000,USD,140000,US,100,US,M
2023,SE,FT,BI Developer,110000,USD,110000,US,100,US,M
2023,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Applied Scientist,126100,USD,126100,US,0,US,L
2023,SE,FT,Applied Scientist,72000,USD,72000,US,0,US,L
2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Analyst,240500,USD,240500,US,0,US,M
2023,SE,FT,Data Analyst,137500,USD,137500,US,0,US,M
2023,MI,FT,Data Scientist,187500,USD,187500,US,0,US,M
2023,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,MI,FT,Machine Learning Research Engineer,60000,GBP,72914,GB,0,GB,L
2022,EN,PT,Data Analyst,24000,EUR,25216,ES,100,US,L
2023,SE,FT,Research Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Research Scientist,165750,USD,165750,US,0,US,M
2023,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,US,M
2023,SE,FT,Machine Learning Scientist,165750,USD,165750,US,100,US,M
2023,MI,FT,Machine Learning Engineer,89700,GBP,109006,GB,0,GB,M
2023,MI,FT,Machine Learning Engineer,55250,GBP,67141,GB,0,GB,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,115000,USD,115000,US,100,US,M
2023,SE,FT,NLP Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,NLP Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Engineer,175308,USD,175308,US,0,US,M
2023,SE,FT,Data Engineer,100706,USD,100706,US,0,US,M
2023,SE,FT,NLP Engineer,235000,USD,235000,US,0,US,M
2023,SE,FT,NLP Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Engineer,310000,USD,310000,US,0,US,M
2023,SE,FT,Data Engineer,229000,USD,229000,US,0,US,M
2023,SE,FT,ML Engineer,289076,USD,289076,US,0,US,M
2023,SE,FT,ML Engineer,202353,USD,202353,US,0,US,M
2023,SE,FT,Data Engineer,65000,EUR,69751,PT,0,PT,M
2023,SE,FT,Data Engineer,35000,EUR,37558,PT,0,PT,M
2023,MI,FT,Research Engineer,120000,USD,120000,US,100,US,M
2023,MI,FT,Research Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2021,SE,FT,Data Scientist,4000000,INR,54094,IN,100,IN,L
2022,MI,FT,Business Data Analyst,1440000,INR,18314,IN,50,IN,L
2023,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
2023,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
2023,SE,FT,Data Engineer,199000,USD,199000,US,0,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,US,0,US,M
2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
2022,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Research Engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,Research Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M
2023,EN,FT,Deep Learning Engineer,150000,USD,150000,US,0,US,M
2023,EN,FT,Deep Learning Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Research Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Analytics Manager,133000,USD,133000,NL,0,NL,L
2023,SE,FT,Data Scientist,272550,USD,272550,US,0,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,0,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Engineer,187500,USD,187500,US,100,US,M
2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
2023,SE,FT,Data Analyst,64000,USD,64000,US,100,US,M
2023,SE,FT,Computer Vision Engineer,235000,USD,235000,US,0,US,M
2023,SE,FT,Computer Vision Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Scientist,143100,USD,143100,CA,0,CA,M
2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
2023,SE,FT,Data Scientist,115440,USD,115440,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Research Scientist,248100,USD,248100,US,0,US,M
2023,SE,FT,Research Scientist,145900,USD,145900,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
2023,SE,FT,Data Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,62000,GBP,75344,GB,100,GB,M
2023,MI,FT,Machine Learning Engineer,52000,GBP,63192,GB,100,GB,M
2023,SE,FT,Data Engineer,161800,USD,161800,US,0,US,M
2023,SE,FT,Data Engineer,141600,USD,141600,US,0,US,M
2023,MI,FT,Machine Learning Engineer,48000,GBP,58331,GB,100,GB,M
2023,MI,FT,Machine Learning Engineer,38000,GBP,46178,GB,100,GB,M
2023,SE,FT,Data Engineer,166000,USD,166000,US,100,US,M
2023,SE,FT,Data Engineer,128000,USD,128000,US,100,US,M
2023,SE,FT,Data Architect,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M
2023,SE,FT,Data Engineer,236000,USD,236000,US,100,US,M
2023,SE,FT,Data Engineer,182000,USD,182000,US,100,US,M
2022,MI,FT,Data Analyst,1125000,INR,14307,IN,100,IN,L
2022,EN,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,261500,USD,261500,US,0,US,L
2023,SE,FT,Machine Learning Engineer,134500,USD,134500,US,0,US,L
2022,MI,FT,Data Scientist,1100000,INR,13989,IN,100,IN,L
2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Manager Data Management,125000,USD,125000,US,100,US,L
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
2022,SE,FT,Data Science Consultant,94500,USD,94500,US,0,US,M
2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Science Consultant,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Science Consultant,128000,USD,128000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,SE,FT,Applied Machine Learning Scientist,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Scientist,127500,USD,127500,US,100,US,M
2022,SE,FT,Data Scientist,126500,USD,126500,US,100,US,M
2022,SE,FT,Data Scientist,51000,USD,51000,US,100,US,M
2022,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M
2022,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,EN,FT,Applied Data Scientist,40000,USD,40000,AU,100,PK,M
2022,EN,FT,AI Programmer,40000,USD,40000,PK,100,AU,M
2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,160000,USD,160000,US,100,US,M
2022,SE,FT,Data Scientist,272550,USD,272550,US,100,US,M
2022,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2022,MI,FT,Data Scientist,90000,EUR,94560,FR,100,FR,M
2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
2022,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2022,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Machine Learning Software Engineer,248400,USD,248400,CA,100,CA,M
2022,SE,FT,Machine Learning Software Engineer,183600,USD,183600,CA,100,CA,M
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
2022,EN,FT,Machine Learning Developer,40000,USD,40000,PK,100,AU,M
2022,SE,FT,Lead Data Scientist,4460000,INR,56723,IN,0,IN,L
2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
2022,EN,FT,Data Science Consultant,23000,EUR,24165,IT,50,IT,M
2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
2022,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M
2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
2022,SE,FT,Data Analyst,149000,USD,149000,US,100,US,M
2022,SE,FT,Data Analyst,119000,USD,119000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2022,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M
2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2022,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
2022,SE,FT,ML Engineer,235000,USD,235000,US,100,US,M
2022,SE,FT,ML Engineer,185000,USD,185000,US,100,US,M
2022,SE,FT,Cloud Database Engineer,190000,USD,190000,US,100,US,M
2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M
2022,EN,FT,Product Data Analyst,100000,USD,100000,US,100,US,M
2022,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M
2022,MI,FT,Data Scientist,75000,GBP,92350,GB,0,GB,M
2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
2022,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
2022,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
2022,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
2022,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2022,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M
2022,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2022,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2022,EN,FT,Machine Learning Software Engineer,10000,USD,10000,MA,50,MA,S
2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M
2022,MI,FT,NLP Engineer,198000,PLN,44365,PL,100,PL,S
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M
2022,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,MI,FT,Data Engineer,75000,GBP,92350,GB,100,GB,M
2022,MI,FT,Data Engineer,60000,GBP,73880,GB,100,GB,M
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
2022,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M
2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M
2022,SE,FT,Data Engineer,70000,EUR,73546,ES,0,ES,M
2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M
2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
2022,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M
2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Engineer,2800000,INR,35610,IN,50,IN,L
2022,SE,FT,AI Scientist,125000,USD,125000,CO,100,CO,L
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
2022,SE,FT,Research Engineer,249500,USD,249500,US,0,US,M
2022,SE,FT,Research Engineer,149850,USD,149850,US,0,US,M
2022,MI,FT,Analytics Engineer,122500,USD,122500,US,100,US,M
2022,MI,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M
2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M
2022,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
2022,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M
2022,SE,FT,Research Scientist,249500,USD,249500,US,0,US,M
2022,SE,FT,Research Scientist,149850,USD,149850,US,0,US,M
2022,MI,FT,Computer Vision Engineer,56000,EUR,58837,FR,100,FR,S
