"work_year","experience_level","employment_type","job_title","job_category","salary_in_usd","employee_residence","company_location","remote_ratio","company_size"
"2022","SE","FT","Data Engineer","Data Engineer",63040,"PT","PT",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",36773,"PT","PT",0,"M"
"2022","EX","FT","Data Engineer","Data Engineer",239000,"US","US",0,"M"
"2022","SE","FT","Data Science Manager","Data Scientist",299500,"US","US",100,"M"
"2022","SE","FT","Data Science Manager","Data Scientist",245100,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",168000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",130000,"US","US",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",161000,"US","US",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",118000,"US","US",0,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",205000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",129300,"US","US",50,"M"
"2022","SE","FT","Data Science Manager","Data Scientist",247500,"US","US",100,"M"
"2022","SE","FT","Data Science Manager","Data Scientist",172200,"US","US",100,"M"
"2022","SE","FT","Data Management Specialist","Data Engineer",68293,"IT","IT",100,"L"
"2022","SE","FT","Data Analyst","Data Analyst",177000,"US","US",50,"M"
"2022","SE","FT","Data Analyst","Data Analyst",131000,"US","US",0,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",184000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",146000,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",102000,"US","US",50,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",230000,"US","US",100,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",196000,"US","US",0,"M"
"2022","MI","FT","Data Engineer","Data Engineer",65000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",61566,"GB","GB",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",43096,"GB","GB",0,"M"
"2022","MI","FT","Data Engineer","Data Engineer",175000,"US","US",50,"M"
"2022","MI","FT","Data Engineer","Data Engineer",135000,"US","US",50,"M"
"2022","EN","FT","Data Scientist","Data Scientist",80000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",231250,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",138750,"US","US",0,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",193750,"US","US",50,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",116250,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",138750,"US","US",0,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",231250,"US","US",100,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",138750,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",193750,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",116250,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",208000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",127000,"US","US",0,"M"
"2022","SE","FT","Research Scientist","Research Scientist",300000,"US","US",0,"M"
"2022","SE","FT","Research Scientist","Research Scientist",196000,"US","US",50,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",204500,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",129300,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",205000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",185000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",185900,"US","US",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",247500,"US","US",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",172200,"US","US",100,"M"
"2022","EN","FT","Data Engineer","Data Engineer",160000,"US","US",0,"M"
"2022","SE","FT","Data Analyst","Data Analyst",110000,"US","US",100,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",205000,"US","US",50,"M"
"2022","EN","FT","Data Scientist","Data Scientist",17684,"HU","HU",100,"M"
"2022","SE","FT","Data Science Tech Lead","Data Scientist",375000,"US","US",50,"L"
"2022","SE","FT","Data Scientist","Data Scientist",225000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",156400,"US","US",50,"M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",104663,"GB","GB",0,"M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",80036,"GB","GB",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",140700,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",93800,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",350000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",135000,"US","US",100,"M"
"2022","EN","PT","BI Analyst","BI Analyst",12000,"MX","US",100,"L"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",104697,"CH","CH",100,"L"
"2022","EN","FT","Machine Learning Developer","ML Engineer",33000,"IT","DE",100,"S"
"2022","EN","FT","Machine Learning Scientist","Research Scientist",34672,"IT","DE",100,"S"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",201000,"US","US",0,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",119000,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",154560,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",123648,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",130000,"US","US",0,"M"
"2022","MI","FT","Data Engineer","Data Engineer",145000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",247500,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",172200,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",177500,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",134000,"US","US",0,"M"
"2022","SE","FT","Data Architect","Data Engineer",192564,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",144854,"US","US",0,"M"
"2022","SE","FT","Data Analyst","Data Analyst",105000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",179305,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",142127,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",315000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",225000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",243900,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",156600,"US","US",100,"M"
"2022","MI","FT","Data Analyst","Data Analyst",206000,"US","US",0,"M"
"2022","MI","FT","Data Analyst","Data Analyst",160000,"US","US",100,"M"
"2022","MI","FT","Data Analyst","Data Analyst",79000,"US","US",0,"M"
"2022","MI","FT","Data Analyst","Data Analyst",109000,"US","US",50,"M"
"2022","MI","FT","Data Scientist Lead","Data Scientist",89306,"AT","AT",100,"L"
"2022","SE","FT","Data Engineer","Data Engineer",182500,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",128500,"US","US",0,"M"
"2022","EN","FT","Data Manager","Data Engineer",77300,"US","US",0,"M"
"2022","EN","FT","Data Manager","Data Engineer",45600,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",127000,"US","US",0,"M"
"2022","SE","FT","Data Architect","Data Engineer",210000,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",136000,"US","US",0,"M"
"2022","SE","FT","Cloud Data Engineer","Data Engineer",12608,"SK","SK",100,"S"
"2022","SE","FT","Data Engineer","Data Engineer",170000,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",140000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",247500,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",172200,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",225000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",184100,"US","US",100,"M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",130000,"US","US",100,"M"
"2022","MI","FT","Machine Learning Engineer","ML Engineer",90000,"US","US",0,"M"
"2022","MI","FT","Data Scientist","Data Scientist",100000,"US","US",0,"M"
"2022","MI","FT","Data Scientist","Data Scientist",85000,"US","US",100,"M"
"2022","MI","FT","Data Scientist","Data Scientist",78000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",161000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",110000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",104000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",47280,"ES","ES",50,"M"
"2022","EX","FT","Head of Data","Data Scientist",205000,"US","US",0,"M"
"2022","EX","FT","Head of Data","Data Scientist",160000,"US","US",100,"M"
"2022","EN","FT","Data Engineer","Data Engineer",61566,"GB","GB",100,"M"
"2022","EN","FT","Data Engineer","Data Engineer",49253,"GB","GB",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",245000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",135000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",198440,"US","US",100,"L"
"2022","SE","FT","Data Scientist","Data Scientist",144000,"US","US",0,"L"
"2022","SE","FT","Data Engineer","Data Engineer",240000,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",170000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",198440,"US","US",50,"M"
"2022","SE","FT","Data Analyst","Data Analyst",120000,"US","US",100,"M"
"2022","MI","FT","Data Scientist","Data Scientist",57872,"GB","GB",50,"M"
"2022","EN","FT","Data Analyst","Data Analyst",64000,"US","US",0,"L"
"2022","EN","FT","Data Scientist","Data Scientist",39925,"FR","FR",0,"L"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",187200,"CA","CA",50,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",116100,"CA","CA",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",150000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",275000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",166000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",159699,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",138938,"US","US",0,"M"
"2022","EN","FT","BI Analyst","BI Analyst",76000,"US","US",50,"L"
"2022","SE","FT","Data Analyst","Data Analyst",166700,"US","US",100,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",103432,"GB","GB",0,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",92350,"GB","GB",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",80000,"US","US",50,"M"
"2022","SE","FT","Data Analyst","Data Analyst",52500,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",236000,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",182000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",225000,"US","US",0,"M"
"2022","SE","FT","Data Analyst","Data Analyst",135000,"US","US",0,"M"
"2022","MI","FT","Research Engineer","Research Scientist",240000,"US","US",100,"M"
"2022","EN","PT","Data Analyst","Data Analyst",125404,"CN","US",50,"S"
"2022","SE","FT","Data Engineer","Data Engineer",195000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",110000,"US","US",0,"M"
"2022","SE","FT","Data Operations Analyst","Data Analyst",123000,"US","US",50,"M"
"2022","SE","FT","Data Operations Analyst","Data Analyst",92250,"US","US",100,"M"
"2022","MI","FT","ML Engineer","ML Engineer",180000,"US","US",100,"M"
"2022","MI","FT","ML Engineer","ML Engineer",100000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",97000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",90000,"US","US",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",210000,"US","US",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",180000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",260000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",180000,"US","US",100,"M"
"2022","EX","FT","Analytics Engineer","Data Engineer",210000,"US","US",100,"M"
"2022","EX","FT","Analytics Engineer","Data Engineer",157000,"US","US",0,"M"
"2022","EN","FT","Data Scientist","Data Scientist",180000,"US","US",50,"M"
"2022","EN","FT","Data Scientist","Data Scientist",100000,"US","US",100,"M"
"2022","MI","FT","Data Analyst","Data Analyst",80000,"US","US",50,"M"
"2022","MI","FT","Data Analyst","Data Analyst",52500,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",128000,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",81500,"US","US",0,"M"
"2022","SE","FT","Data Operations Engineer","Data Engineer",105000,"US","US",0,"M"
"2022","SE","FT","Data Operations Engineer","Data Engineer",70000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",122500,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",171000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",117000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",202800,"US","US",50,"L"
"2022","SE","FT","Data Scientist","Data Scientist",104300,"US","US",0,"L"
"2022","SE","FT","Data Analyst","Data Analyst",50432,"ES","ES",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",36773,"ES","ES",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",99000,"US","US",100,"M"
"2022","MI","FT","Data Scientist","Data Scientist",30000,"MX","MX",50,"L"
"2022","MI","FT","Analytics Engineer","Data Engineer",78000,"BR","BR",0,"M"
"2022","MI","FT","Analytics Engineer","Data Engineer",48000,"BR","BR",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",78000,"BR","BR",0,"M"
"2022","MI","FT","Data Engineer","Data Engineer",42000,"BR","BR",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",345600,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",230400,"US","US",50,"M"
"2022","MI","FT","BI Analyst","BI Analyst",78000,"BR","BR",100,"M"
"2022","MI","FT","BI Analyst","BI Analyst",48000,"BR","BR",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",175950,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",130050,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",205600,"US","US",0,"L"
"2022","SE","FT","Data Engineer","Data Engineer",105700,"US","US",100,"L"
"2022","SE","FT","Data Analyst","Data Analyst",236600,"US","US",0,"M"
"2022","SE","FT","Data Analyst","Data Analyst",89200,"US","US",50,"M"
"2022","MI","FT","Data Scientist","Data Scientist",84000,"BR","BR",0,"M"
"2022","MI","FT","Data Scientist","Data Scientist",54000,"BR","BR",100,"M"
"2022","EN","FT","Data Scientist","Data Scientist",80000,"US","US",100,"L"
"2022","SE","FT","Marketing Data Analyst","Data Analyst",200000,"GB","GB",100,"S"
"2022","EN","FT","Data Scientist","Data Scientist",73742,"CA","CA",0,"L"
"2022","SE","FT","Data Science Lead","Data Scientist",165000,"US","US",0,"S"
"2022","EN","FT","Data Scientist","Data Scientist",33246,"GB","GB",100,"L"
"2022","SE","FT","Data Engineer","Data Engineer",225000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",184100,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",156400,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",129300,"US","US",50,"M"
"2022","EN","FT","Machine Learning Engineer","ML Engineer",108000,"US","US",100,"S"
"2022","SE","FT","Product Data Scientist","Data Scientist",8000,"IN","SG",100,"L"
"2022","SE","FT","Data Scientist","Data Scientist",38000,"US","US",100,"M"
"2022","MI","FT","Data Analyst","Data Analyst",85000,"US","US",0,"M"
"2022","MI","FT","Data Analyst","Data Analyst",65000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",155000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",38000,"US","US",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",110820,"GB","GB",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",153600,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",106800,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",50000,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",168000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",130000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",123400,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",88100,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",120000,"US","US",100,"S"
"2022","SE","FT","Data Scientist","Data Scientist",55000,"US","US",50,"S"
"2022","SE","FT","Analytics Engineer","Data Engineer",150000,"US","US",0,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",120000,"US","US",100,"M"
"2022","SE","FT","Data Science Consultant","Data Scientist",139000,"US","US",50,"M"
"2022","SE","FT","Data Analyst","Data Analyst",139600,"US","US",0,"M"
"2022","SE","FT","Data Analyst","Data Analyst",85700,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",185000,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",50000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",156400,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",200000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",185900,"US","US",0,"M"
"2022","MI","FT","ML Engineer","ML Engineer",148500,"US","US",100,"L"
"2022","MI","FT","ML Engineer","ML Engineer",98200,"US","US",100,"L"
"2022","SE","FT","Data Analyst","Data Analyst",115000,"US","US",50,"M"
"2022","SE","FT","Data Architect","Data Engineer",225000,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",66000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",185000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",50000,"US","US",0,"M"
"2022","MI","FT","Data Manager","Data Engineer",134000,"US","US",0,"M"
"2022","MI","FT","Data Manager","Data Engineer",98000,"US","US",50,"M"
"2022","MI","FT","Data Analyst","Data Analyst",105000,"US","US",100,"M"
"2022","MI","FT","Data Analyst","Data Analyst",62000,"US","US",100,"M"
"2022","EN","FT","BI Data Analyst","BI Analyst",57000,"US","US",0,"L"
"2022","SE","FT","Big Data Engineer","Big Data Engineer",161311,"CA","CA",100,"M"
"2022","MI","FT","Data Scientist","Data Scientist",144200,"US","US",50,"M"
"2022","MI","FT","Data Scientist","Data Scientist",115360,"US","US",50,"M"
"2022","MI","FT","Data Scientist","Data Scientist",83171,"AU","AU",0,"L"
"2022","SE","FT","Principal Data Architect","Data Engineer",38154,"IN","IN",100,"L"
"2022","SE","FT","Data Engineer","Data Engineer",73546,"PT","PT",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",42026,"PT","PT",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",180000,"US","US",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",160000,"US","US",0,"M"
"2022","MI","FT","Data Scientist","Data Scientist",108000,"US","US",0,"L"
"2022","SE","FT","Machine Learning Manager","ML Engineer",200000,"US","US",0,"M"
"2022","SE","FT","Machine Learning Manager","ML Engineer",150000,"US","US",0,"M"
"2022","EX","FT","Data Manager","Data Engineer",125976,"CA","CA",50,"L"
"2022","SE","FT","Data Engineer","Data Engineer",188700,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",160395,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",300000,"US","US",100,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",191475,"US","US",0,"M"
"2022","SE","FT","Applied Scientist","Research Scientist",141525,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",36773,"ES","ES",0,"M"
"2022","MI","FT","Data Scientist","Data Scientist",75648,"DE","DE",0,"S"
"2022","SE","FT","Lead Data Scientist","Data Scientist",156868,"US","US",0,"L"
"2022","SE","FT","BI Analyst","BI Analyst",200000,"NG","NG",50,"S"
"2022","SE","FT","Data Scientist","Data Scientist",198440,"US","US",100,"L"
"2022","SE","FT","Data Scientist","Data Scientist",144000,"US","US",0,"L"
"2022","SE","FT","Lead Machine Learning Engineer","ML Engineer",69344,"PT","PT",50,"L"
"2022","MI","FT","NLP Engineer","ML Engineer",5132,"CZ","CZ",100,"M"
"2022","SE","CT","Data Analyst","Data Analyst",90000,"US","US",100,"M"
"2022","MI","FT","Research Scientist","Research Scientist",126080,"DE","DE",0,"S"
"2022","MI","FT","Research Scientist","Research Scientist",84053,"DE","DE",0,"S"
"2022","SE","FT","Data Engineer","Data Engineer",180000,"US","US",50,"M"
"2022","MI","FT","Analytics Engineer","Data Engineer",108000,"US","US",0,"M"
"2022","MI","FT","Analytics Engineer","Data Engineer",85000,"US","US",50,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",180000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",165000,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",132000,"US","US",100,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",130000,"US","US",100,"M"
"2022","MI","FT","BI Data Analyst","BI Analyst",45050,"AU","AU",100,"L"
"2022","MI","FT","Data Analytics Engineer","Data Analyst",135000,"US","US",0,"L"
"2022","SE","FT","Data Engineer","Data Engineer",178800,"US","US",50,"L"
"2022","SE","FT","Data Engineer","Data Engineer",132100,"US","US",100,"L"
"2022","EN","FT","Data Analyst","Data Analyst",20000,"CR","US",0,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",140000,"CA","CA",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",110000,"CA","CA",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",85000,"US","US",0,"M"
"2022","SE","FT","ETL Developer","Data Engineer",250000,"US","US",100,"M"
"2022","SE","FT","ETL Developer","Data Engineer",63000,"US","US",100,"M"
"2022","EX","FT","Data Engineer","Data Engineer",187200,"US","US",50,"M"
"2022","EX","FT","Data Engineer","Data Engineer",116100,"US","US",100,"M"
"2022","MI","FT","Data Scientist","Data Scientist",10000,"TR","TR",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",200000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",229998,"US","US",100,"L"
"2022","SE","FT","Data Engineer","Data Engineer",154545,"US","US",0,"L"
"2022","SE","FT","Data Scientist","Data Scientist",215000,"US","US",50,"L"
"2022","SE","FT","Data Scientist","Data Scientist",159000,"US","US",0,"L"
"2022","EN","FT","AI Scientist","AI Engineer",50000,"US","US",50,"M"
"2022","SE","FT","Data Scientist Lead","Data Scientist",183000,"US","US",100,"L"
"2022","SE","FT","Data Analyst","Data Analyst",99750,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",68400,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",236900,"US","US",0,"L"
"2022","SE","FT","Data Scientist","Data Scientist",159200,"US","US",0,"L"
"2022","SE","FT","Data Science Manager","Data Scientist",243225,"US","US",100,"M"
"2022","SE","FT","Data Science Manager","Data Scientist",179775,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",148000,"US","US",0,"M"
"2022","SE","FT","Data Architect","Data Engineer",135000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",191475,"US","US",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",141525,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",160000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",85000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",218000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",145300,"US","US",100,"M"
"2022","SE","FT","ML Engineer","ML Engineer",195400,"US","US",100,"L"
"2022","SE","FT","ML Engineer","ML Engineer",131300,"US","US",100,"L"
"2022","EN","FT","Data Specialist","Data Analyst",105000,"CL","US",0,"L"
"2022","SE","FT","Data Scientist","Data Scientist",207000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",153000,"US","US",0,"M"
"2022","SE","FT","Data Scientist","Data Scientist",191475,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",141525,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",110000,"US","US",100,"M"
"2022","SE","FT","Data Scientist","Data Scientist",141525,"US","US",0,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",200000,"PR","PR",100,"M"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",135000,"PR","PR",50,"M"
"2022","SE","FT","Data Scientist","Data Scientist",153000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",195700,"US","US",50,"M"
"2022","SE","FT","Data Engineer","Data Engineer",130500,"US","US",0,"M"
"2022","SE","FT","ML Engineer","ML Engineer",130000,"US","US",0,"M"
"2022","SE","FT","ML Engineer","ML Engineer",84000,"US","US",100,"M"
"2022","MI","FT","Data Operations Engineer","Data Engineer",100000,"US","US",100,"M"
"2022","MI","FT","Data Operations Engineer","Data Engineer",60000,"US","US",50,"M"
"2022","MI","FT","Data Engineer","Data Engineer",80036,"GB","GB",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",67723,"GB","GB",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",141300,"US","US",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",102100,"US","US",50,"M"
"2022","MI","FT","Business Data Analyst","BI Analyst",150000,"US","US",100,"L"
"2022","MI","FT","Data Scientist","Data Scientist",102200,"GB","GB",50,"M"
"2022","EN","FT","Data Scientist","Data Scientist",22892,"IN","IN",50,"M"
"2022","SE","FT","Data Analyst","Data Analyst",144000,"US","US",100,"M"
"2022","SE","FT","Data Analyst","Data Analyst",113000,"US","US",50,"M"
"2022","EN","FT","AI Scientist","AI Engineer",31520,"PT","ES",100,"M"
"2022","SE","FT","Data Architect","Data Engineer",195400,"US","US",100,"L"
"2022","SE","FT","Data Architect","Data Engineer",131300,"US","US",100,"L"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",195400,"US","US",100,"L"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",131300,"US","US",0,"L"
"2022","SE","FT","Data Architect","Data Engineer",131300,"US","US",50,"L"
"2022","SE","FT","Data Architect","Data Engineer",190000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",80000,"US","US",0,"M"
"2022","EN","FT","BI Data Analyst","BI Analyst",8050,"IN","IN",0,"M"
"2022","SE","FT","Data Engineer","Data Engineer",85000,"US","US",100,"M"
"2022","SE","FT","Data Engineer","Data Engineer",178800,"US","US",50,"L"
"2022","MI","CT","NLP Engineer","ML Engineer",60000,"IN","US",0,"S"
"2022","SE","FT","Machine Learning Engineer","ML Engineer",63040,"FI","FI",0,"S"
"2022","EN","FT","Business Data Analyst","BI Analyst",50000,"IN","AS",100,"L"
"2022","SE","FT","Data Engineer","Data Engineer",105000,"US","US",100,"M"
"2022","MI","FT","Data Engineer","Data Engineer",80036,"GB","GB",100,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",190000,"US","US",100,"M"
"2022","SE","FT","Analytics Engineer","Data Engineer",140000,"US","US",50,"M"
"2022","MI","FT","Data Operations Engineer","Data Engineer",100000,"US","US",0,"M"
"2022","MI","FT","Data Operations Engineer","Data Engineer",60000,"US","US",100,"M"
