"X","Working_Year","Designation","Experience","Employment_Status","Salary_In_Rupees","Employee_Location","Company_Location","Company_Size","Remote_Working_Ratio","DesignationCategory","USDSalary"
281,"2021","Data Engineer","MI","FT","8,911,784.00","US","US","L","100","Data Engineer",115853.192
282,"2021","Research Scientist","EN","FT","7,956,950.00","JE","CN","L","0","AI Engineer",103440.35
283,"2021","Data Engineer","MI","PT","5,549,256.00","NL","NL","L","100","Data Engineer",72140.328
284,"2021","Staff Data Scientist","SE","CT","8,354,798.00","US","US","M","100","Data Scientist",108612.374
285,"2021","Research Scientist","MI","FT","5,569,785.00","CZ","CZ","L","50","AI Engineer",72407.205
286,"2021","Data Science Manager","SE","FT","7,532,447.00","IN","IN","L","50","Data Scientist",97921.811
287,"2021","Head of Data","SE","FT","8,182,848.00","SI","SI","L","100","Data Engineer",106377.024
288,"2021","Data Scientist","MI","FT","8,673,076.00","US","US","L","50","Data Scientist",112749.988
289,"2021","Machine Learning Engineer","MI","FT","4,063,137.00","IT","IT","L","50","ML Engineer",52820.781
290,"2022","Data Engineer","SE","FT","10,741,883.00","US","US","M","100","Data Engineer",139644.479
291,"2022","Data Analyst","SE","FT","12,333,273.00","US","US","M","100","Data Analyst",160332.549
292,"2022","Data Analyst","SE","FT","9,596,082.00","US","US","M","100","Data Analyst",124749.066
293,"2022","Data Scientist","MI","FT","10,344,035.00","US","US","M","0","Data Scientist",134472.455
294,"2022","Data Scientist","MI","FT","7,161,255.00","US","US","M","0","Data Scientist",93096.315
295,"2022","Data Engineer","MI","FT","13,526,815.00","US","US","M","100","Data Engineer",175848.595
296,"2022","Data Engineer","MI","FT","11,935,425.00","US","US","M","100","Data Engineer",155160.525
297,"2022","Data Analyst","SE","FT","8,124,046.00","US","US","M","100","Data Analyst",105612.598
298,"2022","Data Analyst","SE","FT","6,755,451.00","US","US","M","100","Data Analyst",87820.863
299,"2022","Data Scientist","SE","FT","10,870,785.00","US","US","M","100","Data Scientist",141320.205
300,"2022","Data Scientist","SE","FT","7,906,026.00","US","US","M","100","Data Scientist",102778.338
301,"2022","Data Scientist","SE","FT","9,372,412.00","GB","GB","M","0","Data Scientist",121841.356
302,"2022","Data Scientist","SE","FT","8,331,086.00","GB","GB","M","0","Data Scientist",108304.118
303,"2022","Data Scientist","SE","FT","11,617,147.00","US","US","M","100","Data Scientist",151022.911
304,"2022","Data Scientist","SE","FT","9,787,049.00","US","US","M","100","Data Scientist",127231.637
305,"2022","Data Engineer","EN","FT","4,165,543.00","GB","GB","M","100","Data Engineer",54152.059
306,"2022","Data Analyst","SE","FT","7,877,381.00","US","US","M","0","Data Analyst",102405.953
307,"2022","Data Analyst","SE","FT","9,230,062.00","US","US","M","0","Data Analyst",119990.806
308,"2022","Data Analyst","MI","FT","8,455,055.00","US","US","M","0","Data Analyst",109915.715
309,"2022","Data Analyst","MI","FT","10,065,542.00","US","US","M","0","Data Analyst",130852.046
310,"2022","Data Engineer","EX","FT","19,255,819.00","US","US","M","100","Data Engineer",250325.647
311,"2022","Data Engineer","EX","FT","15,913,900.00","US","US","M","100","Data Engineer",206880.7
312,"2022","Data Scientist","MI","FT","5,206,869.00","GB","GB","M","0","Data Scientist",67689.297
313,"2022","Data Scientist","MI","FT","3,124,137.00","GB","GB","M","0","Data Scientist",40613.781
314,"2022","Data Engineer","MI","FT","6,248,275.00","GB","GB","M","0","Data Engineer",81227.575
315,"2022","Data Engineer","MI","FT","4,165,543.00","GB","GB","M","0","Data Engineer",54152.059
316,"2022","Data Scientist","SE","FT","13,146,473.00","US","US","M","100","Data Scientist",170904.149
317,"2022","Data Engineer","EN","FT","3,644,840.00","GB","GB","M","100","Data Engineer",47382.92
318,"2022","Data Scientist","SE","FT","9,561,071.00","US","US","M","100","Data Scientist",124293.923
319,"2022","Data Analyst","SE","FT","7,186,717.00","US","US","M","100","Data Analyst",93427.321
320,"2022","Data Engineer","SE","FT","14,476,875.00","US","US","M","0","Data Engineer",188199.375
321,"2022","Data Engineer","SE","FT","10,528,636.00","US","US","M","0","Data Engineer",136872.268
322,"2022","Data Engineer","SE","FT","17,514,043.00","US","US","M","0","Data Engineer",227682.559
323,"2022","Data Engineer","SE","FT","12,737,486.00","US","US","M","0","Data Engineer",165587.318
324,"2022","Data Scientist","SE","FT","14,322,510.00","US","US","L","0","Data Scientist",186192.63
325,"2022","Data Scientist","SE","FT","9,548,340.00","US","US","L","0","Data Scientist",124128.42
326,"2022","Data Analyst","SE","FT","9,881,736.00","US","US","M","100","Data Analyst",128462.568
327,"2022","Data Analyst","EX","FT","10,344,035.00","US","US","M","100","Data Analyst",134472.455
328,"2022","Data Analyst","EX","FT","8,752,645.00","US","US","M","100","Data Analyst",113784.385
329,"2022","Data Analyst","SE","FT","13,526,815.00","US","US","M","100","Data Analyst",175848.595
330,"2022","Data Analyst","MI","FT","9,190,277.00","US","US","M","100","Data Analyst",119473.601
331,"2022","Data Analyst","SE","FT","8,983,397.00","US","US","M","100","Data Analyst",116784.161
332,"2022","Data Analyst","SE","FT","7,186,717.00","US","US","M","100","Data Analyst",93427.321
333,"2022","Data Analyst","SE","FT","8,983,397.00","US","US","M","100","Data Analyst",116784.161
334,"2022","Data Analyst","SE","FT","7,186,717.00","US","US","M","100","Data Analyst",93427.321
335,"2022","Data Engineer","SE","FT","13,160,795.00","US","US","M","100","Data Engineer",171090.335
336,"2022","Data Engineer","SE","FT","10,528,636.00","US","US","M","100","Data Engineer",136872.268
337,"2022","Data Analyst","MI","FT","13,288,107.00","US","US","M","100","Data Analyst",172745.391
338,"2022","Data Engineer","SE","FT","19,407,001.00","US","US","M","100","Data Engineer",252291.013
339,"2022","Data Analyst","SE","FT","10,869,194.00","US","US","M","100","Data Analyst",141299.522
340,"2022","Data Analyst","SE","FT","8,695,355.00","US","US","M","100","Data Analyst",113039.615
341,"2022","Data Engineer","SE","FT","10,254,519.00","US","US","M","100","Data Engineer",133308.747
342,"2022","Data Engineer","SE","FT","7,455,662.00","US","US","M","100","Data Engineer",96923.606
343,"2022","Head of Data Science","EX","FT","17,823,568.00","US","US","M","100","Data Scientist",231706.384
344,"2022","Head of Data Science","EX","FT","13,357,730.00","US","US","M","100","Data Scientist",173650.49
345,"2022","Analytics Engineer","EX","FT","13,924,663.00","US","US","M","100","Data Analyst",181020.619
346,"2022","Data Engineer","SE","FT","12,460,584.00","US","US","M","100","Data Engineer",161987.592
347,"2022","Data Engineer","SE","FT","8,657,162.00","US","US","M","0","Data Engineer",112543.106
348,"2022","Data Scientist","SE","FT","7,602,866.00","US","US","M","0","Data Scientist",98837.258
349,"2022","Data Engineer","SE","FT","8,991,354.00","US","US","L","0","Data Engineer",116887.602
350,"2022","Data Analyst","SE","FT","10,741,883.00","US","US","M","100","Data Analyst",139644.479
351,"2022","Data Science Manager","SE","FT","12,837,902.00","US","US","M","100","Data Scientist",166892.726
352,"2022","Data Science Manager","SE","FT","10,912,241.00","US","US","M","100","Data Scientist",141859.133
353,"2022","Data Scientist","SE","FT","13,288,107.00","US","US","M","100","Data Scientist",172745.391
354,"2022","Data Scientist","SE","FT","9,787,049.00","US","US","M","100","Data Scientist",127231.637
355,"2022","Data Engineer","SE","FT","6,248,275.00","GB","GB","M","0","Data Engineer",81227.575
356,"2022","Data Engineer","SE","FT","5,206,869.00","GB","GB","M","0","Data Engineer",67689.297
357,"2022","Data Scientist","SE","FT","11,935,425.00","US","US","M","0","Data Scientist",155160.525
358,"2022","Data Scientist","SE","FT","16,828,949.00","US","US","M","100","Data Scientist",218776.337
359,"2022","Data Architect","SE","FT","15,309,172.00","CA","CA","M","100","Data Engineer",199019.236
360,"2022","Data Architect","SE","FT","7,216,954.00","CA","CA","M","100","Data Engineer",93820.402
361,"2022","Data Analyst","SE","FT","10,344,035.00","CA","CA","M","100","Data Analyst",134472.455
362,"2022","Data Analyst","SE","FT","4,877,610.00","CA","CA","M","100","Data Analyst",63408.93
363,"2022","Data Analyst","SE","FT","10,344,035.00","CA","CA","M","100","Data Analyst",134472.455
364,"2022","Data Analyst","SE","FT","4,877,610.00","CA","CA","M","100","Data Analyst",63408.93
365,"2022","Data Engineer","SE","FT","12,731,120.00","US","US","L","0","Data Engineer",165504.56
366,"2022","Data Scientist","SE","FT","11,028,333.00","US","US","M","100","Data Scientist",143368.329
367,"2022","Data Engineer","SE","FT","10,821,452.00","US","US","M","0","Data Engineer",140678.876
368,"2022","Data Analyst","MI","FT","4,615,031.00","US","US","S","0","Data Analyst",59995.403
369,"2022","Analytics Engineer","EX","FT","10,741,883.00","US","US","M","100","Data Analyst",139644.479
370,"2022","Data Scientist","SE","FT","13,526,815.00","US","US","M","100","Data Scientist",175848.595
371,"2022","Data Scientist","SE","FT","9,787,049.00","US","US","M","100","Data Scientist",127231.637
372,"2022","Machine Learning Engineer","SE","FT","15,090,356.00","US","US","M","0","ML Engineer",196174.628
373,"2022","Machine Learning Engineer","SE","FT","13,128,649.00","US","US","M","0","ML Engineer",170672.437
374,"2022","ETL Developer","MI","FT","4,372,901.00","GR","GR","M","0","AI Engineer",56847.713
375,"2022","ETL Developer","MI","FT","4,372,901.00","GR","GR","M","0","AI Engineer",56847.713
376,"2022","Lead Data Engineer","EX","FT","9,404,080.00","CA","CA","S","100","Data Engineer",122253.04
377,"2022","Data Analyst","SE","FT","10,503,174.00","US","US","M","0","Data Analyst",136541.262
378,"2022","Data Engineer","SE","FT","13,160,795.00","US","US","M","100","Data Engineer",171090.335
379,"2022","Data Architect","SE","FT","16,612,122.00","US","US","M","100","Data Engineer",215957.586
380,"2022","Data Architect","SE","FT","11,760,372.00","US","US","M","100","Data Engineer",152884.836
381,"2022","Data Engineer","SE","FT","10,900,544.00","US","US","M","100","Data Engineer",141707.072
382,"2022","Data Engineer","SE","FT","8,081,874.00","US","US","M","100","Data Engineer",105064.362
383,"2022","Data Analyst","SE","FT","10,254,519.00","US","US","M","100","Data Analyst",133308.747
384,"2022","Data Analyst","SE","FT","7,455,662.00","US","US","M","100","Data Analyst",96923.606
385,"2022","Head of Machine Learning","EX","FT","6,289,094.00","IN","IN","L","50","ML Engineer",81758.222
386,"2022","Data Engineer","SE","FT","10,528,636.00","US","US","M","100","Data Engineer",136872.268
387,"2022","Machine Learning Engineer","EN","FT","2,967,942.00","GB","GB","L","100","ML Engineer",38583.246
388,"2022","Data Analyst","SE","FT","13,049,398.00","US","US","M","0","Data Analyst",169642.174
389,"2022","Data Engineer","SE","FT","12,333,273.00","US","US","M","100","Data Engineer",160332.549
390,"2022","Machine Learning Engineer","MI","FT","9,893,115.00","GB","GB","M","0","ML Engineer",128610.495
391,"2022","Machine Learning Engineer","MI","FT","7,810,383.00","GB","GB","M","0","ML Engineer",101534.979
392,"2022","AI Scientist","MI","FT","9,548,340.00","US","US","M","0","AI Engineer",124128.42
393,"2022","Data Analyst","SE","FT","8,983,397.00","US","US","M","100","Data Analyst",116784.161
394,"2022","Data Analyst","SE","FT","7,186,717.00","US","US","M","100","Data Analyst",93427.321
395,"2022","Data Analytics Manager","SE","FT","11,537,578.00","US","US","M","100","Data Analyst",149988.514
396,"2022","Data Analytics Manager","SE","FT","8,386,625.00","US","US","M","100","Data Analyst",109026.125
397,"2022","Machine Learning Engineer","MI","FT","6,996,705.00","FR","DE","M","100","ML Engineer",90957.165
398,"2022","Data Engineer","MI","FT","9,372,412.00","GB","GB","M","0","Data Engineer",121841.356
399,"2022","Data Scientist","SE","FT","17,131,313.00","US","US","L","100","Data Scientist",222707.069
400,"2022","Data Scientist","SE","FT","12,587,895.00","US","US","L","100","Data Scientist",163642.635
401,"2022","Data Engineer","SE","FT","16,637,982.00","US","US","L","100","Data Engineer",216293.766
402,"2022","Data Engineer","SE","FT","12,301,445.00","US","US","L","100","Data Engineer",159918.785
403,"2022","Data Analyst","SE","FT","9,224,810.00","US","US","M","0","Data Analyst",119922.53
404,"2022","Data Analyst","SE","FT","6,498,123.00","US","US","M","0","Data Analyst",84475.599
405,"2022","Data Engineer","SE","FT","13,924,663.00","US","US","M","100","Data Engineer",181020.619
406,"2022","Data Engineer","MI","FT","7,810,383.00","GB","GB","M","0","Data Engineer",101534.979
407,"2022","Data Analyst","MI","FT","4,615,031.00","US","US","S","0","Data Analyst",59995.403
408,"2022","Data Engineer","SE","FT","14,608,960.00","US","US","L","100","Data Engineer",189916.48
409,"2022","Data Analyst","MI","FT","4,165,543.00","GB","GB","M","100","Data Analyst",54152.059
410,"2022","Data Scientist","SE","FT","14,322,510.00","US","US","M","100","Data Scientist",186192.63
411,"2022","Data Scientist","MI","FT","5,727,572.00","GB","GB","M","0","Data Scientist",74458.436
412,"2022","Data Scientist","MI","FT","3,644,840.00","GB","GB","M","0","Data Scientist",47382.92
413,"2022","Data Engineer","MI","FT","5,247,529.00","GR","GR","M","100","Data Engineer",68217.877
414,"2022","Data Engineer","MI","FT","3,935,587.00","GR","GR","M","100","Data Engineer",51162.631
415,"2022","Data Engineer","MI","FT","6,248,275.00","GB","GB","M","100","Data Engineer",81227.575
416,"2022","Data Engineer","MI","FT","4,686,166.00","GB","GB","M","100","Data Engineer",60920.158
417,"2022","Data Scientist","SE","FT","20,688,070.00","US","US","M","100","Data Scientist",268944.91
418,"2022","Data Science Engineer","SE","FT","4,774,170.00","AR","MX","L","100","Data Scientist",62064.21
419,"2022","Data Engineer","MI","FT","5,084,491.00","US","US","M","0","Data Engineer",66098.383
420,"2022","Machine Learning Scientist","MI","FT","12,731,120.00","US","US","L","100","ML Engineer",165504.56
421,"2022","Machine Learning Scientist","MI","FT","8,935,655.00","US","US","L","100","ML Engineer",116163.515
422,"2022","Data Science Manager","MI","FT","19,176,250.00","US","US","M","100","Data Scientist",249291.25
423,"2022","Data Science Manager","MI","FT","12,651,551.00","US","US","M","100","Data Scientist",164470.163
424,"2022","Data Scientist","SE","FT","14,322,510.00","US","US","M","0","Data Scientist",186192.63
425,"2022","Data Scientist","SE","FT","6,365,560.00","US","US","M","0","Data Scientist",82752.28
426,"2022","Data Engineer","MI","FT","6,596,312.00","US","US","M","0","Data Engineer",85752.056
427,"2022","Data Engineer","SE","FT","8,020,606.00","US","US","L","100","Data Engineer",104267.878
428,"2022","Data Engineer","MI","FT","3,935,587.00","ES","ES","M","100","Data Engineer",51162.631
429,"2022","Data Scientist","SE","FT","11,171,558.00","US","US","L","0","Data Scientist",145230.254
430,"2022","Data Analyst","MI","FT","3,124,137.00","GB","GB","M","100","Data Analyst",40613.781
431,"2022","Data Analyst","MI","FT","3,498,353.00","ES","ES","M","100","Data Analyst",45478.589
432,"2022","Data Analyst","MI","FT","2,623,725.00","ES","ES","M","100","Data Analyst",34108.425
433,"2022","Data Engineer","MI","FT","6,996,705.00","ES","ES","M","100","Data Engineer",90957.165
434,"2022","Data Engineer","MI","FT","6,122,077.00","ES","ES","M","100","Data Engineer",79587.001
435,"2022","Data Engineer","MI","FT","8,331,086.00","GB","GB","M","100","Data Engineer",108304.118
436,"2022","Data Engineer","MI","FT","7,289,680.00","GB","GB","M","100","Data Engineer",94765.84
437,"2022","Data Engineer","MI","FT","5,247,529.00","ES","ES","M","100","Data Engineer",68217.877
438,"2022","Data Engineer","MI","FT","6,996,705.00","GR","GR","M","100","Data Engineer",90957.165
439,"2022","Machine Learning Engineer","SE","FT","15,090,356.00","US","US","M","0","ML Engineer",196174.628
440,"2022","Machine Learning Engineer","SE","FT","13,128,649.00","US","US","M","0","ML Engineer",170672.437
441,"2022","Data Analyst","MI","FT","3,498,353.00","GR","GR","M","100","Data Analyst",45478.589
442,"2022","Data Analyst","MI","FT","2,623,725.00","GR","GR","M","100","Data Analyst",34108.425
443,"2022","Data Engineer","MI","FT","7,810,383.00","GB","GB","M","100","Data Engineer",101534.979
444,"2022","Data Engineer","MI","FT","6,248,275.00","GB","GB","M","100","Data Engineer",81227.575
445,"2022","Data Scientist","SE","FT","17,131,313.00","US","US","L","0","Data Scientist",222707.069
446,"2022","Data Engineer","MI","FT","6,122,077.00","GR","GR","M","100","Data Engineer",79587.001
447,"2022","Data Engineer","SE","FT","16,637,982.00","US","US","L","100","Data Engineer",216293.766
448,"2022","Data Engineer","SE","FT","12,301,445.00","US","US","L","100","Data Engineer",159918.785
449,"2022","Data Engineer","SE","FT","14,322,510.00","US","US","M","100","Data Engineer",186192.63
450,"2022","ML Engineer","EN","FT","1,749,176.00","PT","PT","L","100","ML Engineer",22739.288
451,"2022","Data Engineer","SE","FT","6,365,560.00","US","US","M","100","Data Engineer",82752.28
452,"2022","Machine Learning Developer","MI","FT","6,269,360.00","CA","CA","M","100","ML Engineer",81501.68
453,"2022","Director of Data Science","EX","FT","15,673,521.00","CA","CA","L","50","Data Scientist",203755.773
454,"2022","Machine Learning Engineer","MI","FT","9,548,340.00","US","US","S","100","ML Engineer",124128.42
455,"2022","Computer Vision Engineer","EN","FT","9,946,188.00","US","US","M","0","AI Engineer",129300.444
456,"2022","NLP Engineer","MI","FT","2,962,850.00","US","US","L","50","AI Engineer",38517.05
457,"2022","Data Engineer","SE","FT","8,354,798.00","US","US","M","100","Data Engineer",108612.374
458,"2022","Lead Machine Learning Engineer","SE","FT","6,996,705.00","DE","DE","M","0","ML Engineer",90957.165
459,"2022","Business Data Analyst","MI","FT","1,467,421.00","IN","IN","M","100","Data Analyst",19076.473
460,"2022","Data Scientist","MI","FT","2,515,590.00","IN","IN","L","100","Data Scientist",32702.67
461,"2022","Machine Learning Infrastructure Engineer","MI","FT","4,635,321.00","PT","PT","L","50","ML Engineer",60259.173
462,"2022","Financial Data Analyst","EN","FT","7,956,950.00","US","US","L","50","Data Analyst",103440.35
463,"2022","Data Engineer","MI","PT","4,372,901.00","DE","DE","L","50","Data Engineer",56847.713
464,"2022","Data Scientist","EN","FT","1,467,421.00","IN","IN","M","100","Data Scientist",19076.473
465,"2022","Principal Data Scientist","SE","FT","12,943,889.00","DE","DE","M","100","Data Scientist",168270.557
466,"2022","Data Engineer","EN","FT","9,548,340.00","US","US","M","100","Data Engineer",124128.42
467,"2022","Research Scientist","SE","FT","11,458,008.00","US","US","L","50","AI Engineer",148954.104
468,"2022","Data Scientist","SE","FT","8,346,045.00","US","US","M","100","Data Scientist",108498.585
469,"2022","Data Engineer","SE","FT","7,956,950.00","US","US","M","100","Data Engineer",103440.35
470,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
471,"2022","Data Analyst","MI","FT","10,741,883.00","US","US","M","100","Data Analyst",139644.479
472,"2022","Data Analyst","MI","FT","3,978,475.00","US","US","M","100","Data Analyst",51720.175
473,"2022","Data Scientist","SE","FT","17,505,290.00","US","US","M","100","Data Scientist",227568.77
474,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
475,"2022","Data Scientist","MI","FT","14,579,360.00","GB","GB","M","0","Data Scientist",189531.68
476,"2022","Data Scientist","MI","FT","7,289,680.00","GB","GB","M","0","Data Scientist",94765.84
477,"2022","Data Scientist","SE","FT","14,728,314.00","US","US","M","100","Data Scientist",191468.082
478,"2022","Machine Learning Engineer","SE","FT","17,505,290.00","US","US","M","100","ML Engineer",227568.77
479,"2022","Data Scientist","MI","FT","15,913,900.00","US","US","M","100","Data Scientist",206880.7
480,"2022","Data Scientist","MI","FT","9,548,340.00","US","US","M","100","Data Scientist",124128.42
481,"2022","Machine Learning Engineer","SE","FT","9,548,340.00","AE","AE","S","100","ML Engineer",124128.42
482,"2022","Machine Learning Engineer","SE","FT","5,172,018.00","AE","AE","S","100","ML Engineer",67236.234
483,"2022","Data Engineer","EX","FT","25,780,518.00","US","US","M","100","Data Engineer",335146.734
484,"2022","Data Engineer","EX","FT","17,187,012.00","US","US","M","100","Data Engineer",223431.156
485,"2022","Data Engineer","SE","FT","16,709,595.00","US","US","M","100","Data Engineer",217224.735
486,"2022","Machine Learning Engineer","SE","FT","9,548,340.00","US","US","M","100","ML Engineer",124128.42
487,"2022","Data Scientist","SE","FT","18,300,985.00","US","US","M","100","Data Scientist",237912.805
488,"2022","Data Scientist","EN","PT","7,956,950.00","DZ","DZ","M","50","Data Scientist",103440.35
489,"2022","Data Scientist","MI","FL","7,956,950.00","CA","US","M","100","Data Scientist",103440.35
490,"2022","Applied Machine Learning Scientist","EN","CT","2,536,278.00","TN","CZ","M","100","ML Engineer",32971.614
491,"2022","Head of Data","SE","FT","15,913,900.00","MY","US","M","100","Data Engineer",206880.7
492,"2022","Principal Data Analyst","MI","FT","5,967,713.00","CA","CA","S","100","Data Analyst",77580.269
493,"2022","Data Scientist","MI","FT","2,831,879.00","PL","PL","L","100","Data Scientist",36814.427
494,"2022","Machine Learning Developer","SE","FT","6,269,360.00","CA","CA","M","100","ML Engineer",81501.68
495,"2022","Data Scientist","SE","FT","7,956,950.00","BR","US","M","100","Data Scientist",103440.35
496,"2022","Machine Learning Scientist","MI","FT","12,174,134.00","US","US","M","50","ML Engineer",158263.742
497,"2022","Data Engineer","EN","FT","4,617,816.00","PK","DE","M","100","Data Engineer",60031.608
498,"2022","Data Scientist","SE","FT","13,128,968.00","US","US","M","100","Data Scientist",170676.584
499,"2022","Research Scientist","SE","FT","7,433,940.00","FR","FR","L","50","AI Engineer",96641.22
500,"2022","Data Scientist","EN","FT","4,169,124.00","CA","CA","L","100","Data Scientist",54198.612
501,"2022","Machine Learning Engineer","SE","FT","4,985,109.00","NL","NL","L","100","ML Engineer",64806.417
502,"2022","Head of Data","MI","FT","2,623,725.00","EE","EE","S","100","Data Engineer",34108.425
503,"2022","Data Scientist","EN","FT","3,182,780.00","JP","MY","L","100","Data Scientist",41376.14
504,"2022","Machine Learning Engineer","MI","FT","6,956,364.00","AU","AU","L","100","ML Engineer",90432.732
505,"2022","Data Engineer","SE","FT","9,150,493.00","US","US","M","100","Data Engineer",118956.409
506,"2022","Data Scientist","EN","FT","6,898,914.00","AU","AU","M","50","Data Scientist",89685.882
507,"2022","Applied Machine Learning Scientist","MI","FT","5,967,713.00","BO","US","L","100","ML Engineer",77580.269
508,"2022","Research Scientist","MI","FT","5,160,003.00","AT","AT","L","0","AI Engineer",67080.039
509,"2022","Research Scientist","EN","FT","9,548,340.00","US","US","L","100","AI Engineer",124128.42
510,"2022","Applied Data Scientist","MI","FT","12,492,412.00","US","US","L","100","Data Scientist",162401.356
511,"2022","Computer Vision Software Engineer","EN","FT","11,935,425.00","AU","AU","S","100","AI Engineer",155160.525
512,"2022","Business Data Analyst","MI","FT","5,642,432.00","CA","CA","L","50","Data Analyst",73351.616
513,"2022","Data Engineer","EN","FT","5,172,018.00","US","US","S","100","Data Engineer",67236.234
514,"2022","Machine Learning Engineer","SE","FT","5,684,763.00","IE","IE","S","100","ML Engineer",73901.919
515,"2022","Data Analytics Engineer","EN","FT","1,591,390.00","PK","PK","M","0","Data Analyst",20688.07
516,"2022","Data Scientist","MI","FT","3,819,336.00","RU","US","S","100","Data Scientist",49651.368
517,"2022","Data Science Manager","SE","FT","12,134,349.00","US","US","M","100","Data Scientist",157746.537
518,"2022","Data Engineer","MI","FT","5,422,423.00","FR","FR","M","100","Data Engineer",70491.499
519,"2022","Data Scientist","MI","FT","9,735,010.00","CH","CH","L","0","Data Scientist",126555.13
520,"2022","Applied Data Scientist","SE","FT","30,236,410.00","US","US","L","100","Data Scientist",393073.33
521,"2022","Data Scientist","MI","FT","5,517,031.00","CA","CA","M","100","Data Scientist",71721.403
522,"2022","Computer Vision Engineer","EN","FT","795,695.00","PT","LU","M","100","AI Engineer",10344.035
523,"2022","Data Analyst","MI","FT","1,591,390.00","GR","GR","S","100","Data Analyst",20688.07
524,"2022","Data Analytics Lead","SE","FT","32,225,648.00","US","US","L","100","Data Analyst",418933.424
525,"2022","Data Scientist","MI","FT","10,741,883.00","US","US","L","100","Data Scientist",139644.479
526,"2022","Applied Data Scientist","SE","FT","14,083,802.00","US","US","L","100","Data Scientist",183089.426
527,"2022","Data Scientist","MI","FT","6,206,421.00","US","US","M","100","Data Scientist",80683.473
528,"2022","Data Analyst","SE","FT","10,741,883.00","US","US","M","100","Data Analyst",139644.479
529,"2022","Data Analyst","SE","FT","7,956,950.00","US","US","M","100","Data Analyst",103440.35
530,"2022","Data Analyst","SE","FT","7,186,717.00","US","US","M","100","Data Analyst",93427.321
531,"2022","Data Analyst","MI","FT","6,763,408.00","CA","CA","M","0","Data Analyst",87924.304
532,"2022","Data Analyst","MI","FT","5,967,713.00","CA","CA","M","0","Data Analyst",77580.269
533,"2022","Machine Learning Engineer","SE","FT","17,027,873.00","US","US","M","100","ML Engineer",221362.349
534,"2022","Machine Learning Engineer","SE","FT","15,325,086.00","US","US","M","100","ML Engineer",199226.118
535,"2022","Data Architect","SE","FT","21,197,315.00","US","US","M","100","Data Engineer",275565.095
536,"2022","Data Architect","SE","FT","16,957,852.00","US","US","M","100","Data Engineer",220452.076
537,"2022","Data Analyst","SE","FT","8,983,397.00","US","US","M","100","Data Analyst",116784.161
538,"2022","Data Engineer","SE","FT","12,333,273.00","US","US","M","100","Data Engineer",160332.549
539,"2022","Data Scientist","MI","FT","11,243,170.00","US","US","M","0","Data Scientist",146161.21
540,"2022","Data Scientist","MI","FT","8,124,046.00","US","US","M","0","Data Scientist",105612.598
541,"2022","Data Analyst","SE","FT","9,224,810.00","US","US","M","100","Data Analyst",119922.53
542,"2022","Data Analyst","SE","FT","6,498,123.00","US","US","M","100","Data Analyst",84475.599
543,"2022","Data Engineer","MI","FT","16,446,936.00","US","US","M","0","Data Engineer",213810.168
544,"2022","Data Engineer","MI","FT","7,885,337.00","US","US","M","0","Data Engineer",102509.381
545,"2022","Data Engineer","SE","FT","10,344,035.00","US","US","M","100","Data Engineer",134472.455
546,"2022","Data Engineer","SE","FT","9,150,493.00","US","US","M","100","Data Engineer",118956.409
547,"2022","Data Engineer","SE","FT","8,792,430.00","US","US","M","100","Data Engineer",114301.59
548,"2022","Data Engineer","SE","FT","10,344,035.00","US","US","M","100","Data Engineer",134472.455
549,"2022","Data Analyst","SE","FT","7,881,359.00","US","US","M","100","Data Analyst",102457.667
550,"2022","Data Engineer","SE","FT","12,731,120.00","US","US","M","100","Data Engineer",165504.56
551,"2022","Data Scientist","SE","FT","16,335,618.00","US","US","L","0","Data Scientist",212363.034
552,"2022","Data Scientist","SE","FT","11,171,558.00","US","US","L","0","Data Scientist",145230.254
553,"2022","Data Scientist","SE","FT","14,004,232.00","US","US","M","100","Data Scientist",182055.016
554,"2022","Data Scientist","SE","FT","11,458,008.00","US","US","M","100","Data Scientist",148954.104
555,"2022","Data Engineer","SE","FT","15,921,857.00","US","US","M","100","Data Engineer",206984.141
556,"2022","Data Engineer","SE","FT","12,731,120.00","US","US","M","100","Data Engineer",165504.56
557,"2022","Data Engineer","SE","FT","11,537,578.00","US","US","M","100","Data Engineer",149988.514
558,"2022","Data Engineer","SE","FT","5,609,650.00","US","US","M","0","Data Engineer",72925.45
559,"2022","Data Scientist","SE","FT","16,335,618.00","US","US","M","0","Data Scientist",212363.034
560,"2022","Data Scientist","SE","FT","11,171,558.00","US","US","M","0","Data Scientist",145230.254
561,"2022","Analytics Engineer","SE","FT","16,335,618.00","US","US","M","0","Data Analyst",212363.034
562,"2022","Analytics Engineer","SE","FT","14,696,487.00","US","US","M","0","Data Analyst",191054.331
563,"2022","Data Engineer","SE","FT","13,932,619.00","US","US","M","100","Data Engineer",181124.047
564,"2022","Data Engineer","SE","FT","11,159,622.00","US","US","M","100","Data Engineer",145075.086
565,"2022","Data Analyst","SE","FT","9,241,997.00","US","US","M","100","Data Analyst",120145.961
566,"2022","Data Engineer","SE","FT","4,296,753.00","US","US","M","0","Data Engineer",55857.789
567,"2022","Data Analyst","SE","FT","13,526,815.00","US","US","M","100","Data Analyst",175848.595
